,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
158,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No,0.9797674008770623,588005,4,Hot
159,API,Google,No,No,1,2,291,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3186473267491,610510,0,Cold
160,Landing Page Submission,Organic Search,No,No,0,4,5,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.17978648169357062,627952,3,Cold
161,Landing Page Submission,Google,No,No,1,4,634,4.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9066194562739412,648526,4,Hot
162,API,Google,No,No,0,1,349,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,16.0,14.0,No,0.1267205108666537,581414,5,Cold
163,API,OTROS,No,No,0,5,255,5.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,11.0,14.0,No,0.03714388389560279,652023,1,Cold
164,Landing Page Submission,Organic Search,No,No,0,9,1208,9.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes,0.22250550383911413,645914,2,Cold
165,API,Organic Search,No,No,0,5,1030,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6697398332716877,596845,5,Medium
166,Landing Page Submission,Google,No,No,0,2,250,2.0,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,17.0,No,0.04175275749342822,656120,3,Cold
167,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No,0.970881668894704,646320,0,Hot
168,Landing Page Submission,Google,No,No,1,3,473,1.5,Email Opened,OTROS,Student,No,No,No,No,No,No,14.0,16.0,Yes,0.2526790044868909,627146,2,Cold
169,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8383017209127654,617782,0,Hot
170,API,Google,No,No,0,2,217,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No,0.010262085063096607,594942,1,Cold
171,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Link Clicked,Finance Management,OTROS,No,No,No,No,No,No,14.0,16.0,No,0.8764218937373868,611347,4,Hot
172,Landing Page Submission,Google,No,No,0,3,201,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No,0.12554376745199197,589387,3,Cold
173,Landing Page Submission,Google,No,No,1,7,242,3.5,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.06952742947787448,613738,0,Cold
174,Landing Page Submission,Direct Traffic,No,No,0,2,217,2.0,Email Opened,Operations Management,Student,No,No,No,No,No,No,14.0,16.0,Yes,0.13393635714439955,605001,2,Cold
175,API,Google,No,No,1,2,1043,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.8766534643408419,640751,0,Hot
176,Landing Page Submission,Google,No,No,1,4,866,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.832855646085096,636515,0,Hot
177,Landing Page Submission,Google,No,No,0,4,208,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.17606694177014326,633795,2,Cold
178,Landing Page Submission,Organic Search,No,No,0,4,345,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes,0.03123755916461698,587640,2,Cold
179,Landing Page Submission,Google,No,No,0,5,15,5.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06945501745916101,632664,3,Cold
180,Landing Page Submission,Organic Search,No,No,0,4,502,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.15903316245225027,631869,2,Cold
181,Landing Page Submission,Direct Traffic,No,No,0,5,358,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.11475769920991136,626996,2,Cold
182,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No,0.9932149735304684,588001,4,Hot
183,Landing Page Submission,Google,No,No,1,7,1274,2.33,Email Opened,Marketing Management,OTROS,No,No,No,No,No,No,14.0,16.0,No,0.8153385652459847,625275,2,Hot
184,Landing Page Submission,Google,No,No,0,2,437,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.17136516593342976,617172,2,Cold
185,API,Direct Traffic,No,No,0,2,295,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.12057255379446288,615737,1,Cold
186,Landing Page Submission,Direct Traffic,No,No,1,6,1121,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes,0.7722614290018175,646076,2,Hot
187,Landing Page Submission,Direct Traffic,No,No,0,1,161,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.00981095285246827,607697,3,Cold
188,Landing Page Submission,Direct Traffic,No,No,1,2,206,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.3259049767249418,582611,0,Cold
189,API,Chat,No,No,1,0,0,0.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,16.0,14.0,No,0.6115634614076729,652681,1,Cold
190,Landing Page Submission,Organic Search,No,No,0,6,96,3.0,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.008808868364078275,596174,3,Cold
191,Landing Page Submission,Direct Traffic,No,No,0,9,577,9.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.24090876771140826,626258,2,Cold
192,Landing Page Submission,Direct Traffic,No,No,1,2,1201,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.48707412270272854,598455,2,Cold
193,Landing Page Submission,Direct Traffic,No,No,0,2,1736,2.0,Email Link Clicked,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes,0.981910946266514,582097,4,Hot
194,API,Google,No,No,0,3,156,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.042151985340781954,633337,1,Cold
195,Landing Page Submission,Direct Traffic,No,No,1,2,932,2.0,Email Opened,Operations Management,Unemployed,OTROS,No,No,No,No,No,14.0,16.0,No,0.3296408963233182,594251,2,Cold
196,Landing Page Submission,Google,No,No,1,2,1542,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6353484208864902,612709,2,Medium
197,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.06439246212628628,657452,5,Cold
198,API,Google,No,No,0,2,1237,1.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7219957307021914,614930,1,Medium
199,API,Chat,No,No,1,2,103,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.48474101982999734,581322,0,Cold
200,Landing Page Submission,Direct Traffic,No,No,0,2,362,2.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.2697143817120953,584595,3,Cold
201,Landing Page Submission,Google,No,No,1,3,1381,3.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.9244132115530489,587028,0,Hot
202,API,Organic Search,No,No,1,9,234,4.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3171724472994961,612532,0,Cold
203,Landing Page Submission,Direct Traffic,No,No,0,4,347,4.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.1344426095432195,613544,2,Cold
204,API,Google,No,No,0,2,559,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.38193138407005706,637687,5,Cold
205,API,Google,No,No,1,2,2020,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8128322024926905,645388,1,Hot
206,API,Google,No,No,1,5,1288,1.25,Page Visited on Website,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9528422995687027,600775,4,Hot
207,Landing Page Submission,Direct Traffic,No,No,1,3,1449,1.5,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9714409690599659,595135,4,Hot
208,Landing Page Submission,Direct Traffic,No,No,1,5,185,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,OTROS,14.0,16.0,Yes,0.5286878261222434,623382,4,Cold
209,API,Organic Search,No,No,0,3,241,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.03161954206271032,655091,5,Cold
210,Landing Page Submission,Direct Traffic,No,No,0,2,1223,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.6036729490122621,635571,3,Cold
211,API,Direct Traffic,No,No,1,5,306,1.25,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.12789240485571404,594367,1,Cold
212,API,Chat,No,No,0,3,190,3.0,Chat Conversation,Business Administration,Unemployed,No,No,No,No,No,No,13.0,16.0,No,0.07598942015748147,593868,5,Cold
213,API,Organic Search,No,No,0,11,188,5.5,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.097871677517037,657092,5,Cold
214,Landing Page Submission,Organic Search,No,No,1,15,1205,3.75,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7670811373927333,597438,0,Medium
215,Landing Page Submission,Direct Traffic,No,No,0,4,246,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.24316520186175059,602044,3,Cold
216,Landing Page Submission,Direct Traffic,No,No,0,3,90,3.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06645345214413477,602520,3,Cold
217,Landing Page Submission,Google,No,No,1,7,602,7.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No,0.3764099167436466,634343,2,Cold
218,Landing Page Submission,Organic Search,No,No,1,5,1406,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes,0.6936308398880004,580841,2,Medium
219,API,Google,No,No,0,3,291,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.13577384306400472,603528,1,Cold
220,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No,0.2031717994821245,590176,5,Cold
221,API,Google,No,No,0,2,393,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No,0.10470683959243848,659708,1,Cold
222,Landing Page Submission,Google,No,No,1,8,1641,4.0,Page Visited on Website,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9424484246182506,633476,4,Hot
223,Landing Page Submission,Direct Traffic,No,No,1,7,17,3.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.1699305497080124,600689,0,Cold
224,Landing Page Submission,Google,No,No,0,6,289,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3331924194631945,618361,3,Cold
225,API,Chat,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No,0.011070107837193283,642089,1,Cold
226,Landing Page Submission,Direct Traffic,No,No,1,2,1258,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4205568128108696,597573,2,Cold
227,API,Google,No,No,0,1,200,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No,0.06782345722591736,640007,5,Cold
228,Landing Page Submission,Direct Traffic,No,No,1,7,247,1.75,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,17.0,16.0,Yes,0.3490324145427792,587146,0,Cold
229,Landing Page Submission,Direct Traffic,No,No,0,2,8,2.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.056465526647889314,606895,3,Cold
230,Landing Page Submission,Google,No,No,0,3,22,3.0,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.09271622350809802,620553,3,Cold
231,API,Google,No,No,1,2,1240,1.0,OTROS,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8300576787608668,618729,5,Hot
232,API,Organic Search,No,No,0,3,74,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.01695852507728828,660339,1,Cold
233,Landing Page Submission,OTROS,No,No,1,6,863,6.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes,0.7723497638234291,657032,2,Hot
234,Landing Page Submission,Direct Traffic,No,No,0,7,423,7.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.24964797592723786,593407,3,Cold
235,API,Google,No,No,0,1,16,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.025484098469645673,610568,5,Cold
236,API,Chat,No,No,0,2,267,1.0,OTROS,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.34913299541457593,639575,5,Cold
237,Landing Page Submission,Direct Traffic,No,No,0,2,148,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.16145859394014822,584574,2,Cold
238,API,Google,No,No,0,10,85,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.08479660185471455,641916,1,Cold
239,API,Direct Traffic,No,No,1,16,1482,1.23,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.44984347248861617,620326,5,Cold
240,API,Chat,No,No,0,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.30446826648913794,581014,5,Cold
241,API,Google,No,No,0,5,108,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.08231271534667708,643545,1,Cold
242,Landing Page Submission,Google,No,No,1,3,1451,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.6982102359349516,648993,2,Medium
243,Landing Page Submission,Google,No,No,0,5,70,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.14663692839656003,634263,2,Cold
244,Landing Page Submission,Direct Traffic,No,No,1,3,187,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.22019036960389987,623537,0,Cold
245,Landing Page Submission,Direct Traffic,No,No,0,2,197,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.22086539146686276,595399,3,Cold
246,API,Google,No,No,0,3,331,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.058091720838626584,657510,1,Cold
247,Landing Page Submission,Organic Search,No,No,1,4,3,4.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.7405768997841939,594083,4,Medium
248,API,Google,No,No,1,3,818,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.540316611309005,636765,1,Cold
249,Landing Page Submission,Organic Search,No,No,1,24,1015,8.0,Email Opened,Media and Advertising,OTROS,No,No,No,No,No,No,14.0,16.0,Yes,0.731279663331734,602392,2,Medium
250,Landing Page Submission,Direct Traffic,No,No,1,2,254,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.09601794004925426,584660,2,Cold
251,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9885249791676104,605262,4,Hot
252,Lead Add Form,Reference,No,No,0,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6569225473551692,607481,5,Medium
253,Landing Page Submission,Direct Traffic,No,No,0,3,325,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes,0.12364909305973083,582675,2,Cold
254,Landing Page Submission,Direct Traffic,No,No,0,6,252,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.05311639667497256,608581,3,Cold
255,Landing Page Submission,Direct Traffic,No,No,1,2,424,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.29360509488262326,603745,0,Cold
256,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.0067061554320193735,589943,5,Cold
257,API,Google,No,No,0,2,293,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.10903835294421002,654095,1,Cold
258,Landing Page Submission,Direct Traffic,No,No,0,7,408,1.75,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes,0.030732427543655,583473,3,Cold
259,Landing Page Submission,Google,No,No,0,3,257,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.1255831620658079,627147,2,Cold
260,Landing Page Submission,Google,No,No,1,5,1013,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No,0.7382567891338798,643289,2,Medium
261,API,Organic Search,No,No,0,3,330,1.5,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,10.0,15.0,No,0.001750799712561743,590595,5,Cold
262,API,Google,No,No,0,2,234,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.037122626912890026,628149,5,Cold
263,API,Google,No,No,1,2,1165,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.963512139795303,646086,0,Hot
264,Landing Page Submission,Direct Traffic,No,No,0,2,219,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.23084072035546788,605242,3,Cold
265,API,Organic Search,No,No,0,7,1032,2.33,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8438357392547495,610375,5,Hot
266,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.030764885943361922,596104,5,Cold
267,API,Chat,No,No,1,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.30446826648913794,615481,0,Cold
268,Landing Page Submission,Google,No,No,0,1,183,1.0,Converted to Lead,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.0419434503041534,603956,3,Cold
269,API,Google,No,No,0,2,47,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.027418487267734437,623197,5,Cold
270,Landing Page Submission,Google,No,No,0,4,255,4.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.03894877638654294,643477,3,Cold
271,Landing Page Submission,Direct Traffic,No,No,1,8,10,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes,0.350976548322857,646726,0,Cold
272,Lead Add Form,Reference,No,No,1,3,876,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8009025182414127,602801,5,Hot
273,Landing Page Submission,Direct Traffic,No,No,0,2,1328,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7084627462856327,595720,3,Medium
274,API,Google,No,No,0,2,102,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.03758223258184111,655403,1,Cold
275,API,Google,No,No,0,2,415,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3726567101424923,611284,5,Cold
276,Landing Page Submission,Direct Traffic,No,No,0,2,1087,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.4019343331869862,589395,2,Cold
277,Landing Page Submission,Direct Traffic,No,No,1,5,1540,2.5,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9405353270133158,616067,4,Hot
278,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No,0.9892252573922593,643936,4,Hot
279,API,Google,No,No,1,2,1334,2.0,Chat Conversation,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No,0.9706853127337313,651661,4,Hot
280,Landing Page Submission,Google,No,No,1,5,914,2.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,15.0,20.0,No,0.8886195384940464,641138,0,Hot
281,Landing Page Submission,Direct Traffic,No,No,0,2,3,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08651167183755162,606886,2,Cold
282,Landing Page Submission,Organic Search,No,No,0,8,178,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.4680558858842496,581538,3,Cold
283,Landing Page Submission,Organic Search,No,No,1,10,47,3.33,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.5619548010210476,597178,4,Cold
284,API,Organic Search,No,No,0,3,214,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.10094634634219887,659614,5,Cold
285,Lead Add Form,Reference,No,No,1,3,1678,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9812220082180466,613659,1,Hot
286,API,Google,No,No,0,2,393,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.03964679065422412,639044,5,Cold
287,API,Organic Search,No,No,0,5,527,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.43459499535501495,611560,5,Cold
288,Landing Page Submission,Direct Traffic,No,No,0,12,277,2.4,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.023928417111519416,597889,3,Cold
289,Landing Page Submission,Organic Search,No,No,1,5,1132,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6637674113140118,606850,0,Medium
290,API,Organic Search,No,No,0,4,190,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.40304794642456787,588569,5,Cold
291,API,Organic Search,No,No,0,2,268,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.041214401973615526,630139,5,Cold
